Id	Key	Text
20158106	EscapeStageStageIsPassed	20158106 Battle Royale stage already cleared
20158107	EscapeStageNoCardAndRobot	20158107 Battle Royale no valid characters
20158108	EscapeStageInvalidRobotId	20158108 Battle Royale invalid Robot ID
20158201	EscapeResetStageStageNotPassed	20158201 Battle Royale Reset Stage not cleared
20158202	EscapeResetStageInvalidLayer	20158202 Battle Royale Reset Stage not the current floor
20158301	EscapeChapterNotPassed	20158301 Battle Royale chapter not cleared
20159001	NewYearLuckAward	Lottery Ticket reward already claimed
20159002	NewYearLuckNotAwardTime	Result not available yet. Please wait.
20159003	NewYearLuckPassUnlockTime	You missed the time. Unable to purchase the Lottery Ticket.
20159004	NewYearLuckUnlockIsMax	You already purchased all the Lottery Tickets.
20159005	NewYearLuckNotOpen	Event is not available yet
20159006	NewYearLuckConfigNotFind	Lottery Ticket does not exist
20159007	NewYearLuckUnLuck	Lottery Ticket locked
20159008	NewYearLuckActivityNotFind	Event configuration not found
20159009	NewYearLuckCoinNotFind	Event token configuration not found
20160001	HitMouseActivityNotOpen	20158213 Whac-a-Mole Minigame: Event not available
20160002	HitMouseScoreError	20158214 Whac-a-Mole Minigame: Error in data sent
20160003	HitMouseConfigNotFind	20158215 Whac-a-Mole Minigame: Event configuration not found
20160004	HitMouseStageNotUnlock	20158216 Whac-a-Mole Minigame: Stage locked
20160005	HitMousePreStageNotUnlock	20158217 Whac-a-Mole Minigame: Prerequisite stage not complete
20160006	HitMousePreStageNotFinish	20158218 Whac-a-Mole Minigame: Stage not cleared
20160007	HitMouseNotRewardGet	20158219 Whac-a-Mole Minigame: No rewards to claim
20160008	HitMouseUnlockStage	20158220 Whac-a-Mole Minigame: Stage already unlocked
20161001	PivotCombatActivityNotOpen	20161001 Event not available
20161002	PivotCombatActivityCfgNotExist	20161002 Event configuration not found
20161003	PivotCombatRegionCfgNotExist	20161003 Area configuration not found
20161004	PivotCombatStageLibCfgNotExist	20161004 Stage library configuration not found
20161005	PivotCombatEffectLibCfgNotExist	20161005 Energy Supply Effect library configuration not found
20161006	PivotCombatCanFindCorrespondingRegionId	20161006 Area corresponding to the stage not found
20161007	PivotCombatDifficultyInvalid	20161007 Illegal difficulty
20161008	PivotCombatFightMemberCountLimit	20161008 Illegal number of participants in the battle
20161009	PivotCombatRobotInvalid	20161009 Illegal robot
20161010	PivotCombatTimeCtrlCfgNotExist	20161010 Time control configuration not found
20161011	PivotCombatRegionDataNotExist	20161011 Area data not found
20161012	PivotCombatStageDataNotExist	20161012 Stage data not found
20161013	PivotCombatCancelLockCharOpNotAllowed	20161013 Canceling locked character not allowed
20161014	PivotCombatRegionNotOpen	20161014 Area not available
20161015	PivotCombatCharacterHadBeenUsed	20161015 Participant character already used in another stage
20161016	PivotCombatSupplyEnergyLevelNotEnough	20161016 Insufficient Energy Supply Level
20161017	PivotCombatAddCharacterLose	20161017 Failed to add deployed character
20161018	PivotCombatDifficultyHadSelected	20161018 Difficulty already selected
20162001	AccumulatedConsumeDrawCanNotFoundReward	20162001 Corresponding rewards not found
20162002	AccumulatedConsumeDrawIsNotOpen	20162002 Event not available
20162003	AccumulatedConsumeDrawIsNotFound	20162003 Event is over
20162004	AccumulatedConsumeDrawMaxDrawLimit	20162004 Single-time pull limit exceeded
20163001	DoubleTowerTeamSettingUnableToUsed	20163001 Team settings not available
20163002	DoubleTowerActivityNotOpen	20163002 Event not available
20163003	DoubleTowerStageCfgNotExist	20163003 Stage configuration not found
20163004	DoubleTowerStageGroupNotExist	20163004 Stage group configuration not found
20163005	DoubleTowerStageGroupNotOpen	Not available yet. Please wait for the Defense Point to be available
20163006	DoubleTowerPreStageOnLock	20163006 Previous stage not complete
20163007	DoubleTowerStageOnLock	20163007 Stage is locked
20163008	DoubleTowerPreStageNotFinish	20163008 Previous stage not complete
20163009	DoubleTowerGroupIdNotExist	20163009 Stage Group ID does not exist
20163010	DoubleTowerCurRoleCfgIsNull	20163010 Character settings not found
20163011	DoubleTowerRoleNotExist	20163011 Character does not exist
20163012	DoubleTowerRolePluginNotOnType	20163012 Character add-on type does not match
20163013	DoubleTowerRolePluginLevelCfgNotExist	20163013 Character Add-on Level configuration not found
20163014	DoubleTowerRolePluginLevelCfgLevelNotZero	20163014 Character Disassembly Level configuration cannot be 0
20163015	DoubleTowerRolePluginCfgNotExist	20163015 Character add-on settings not found
20163016	DoubleTowerRolePluginOutOfRange	20163016 Character add-on exceeded the range
20163017	DoubleTowerRolePluginNotOnGroup	20163017 Character add-on is not in the specified group
20163018	DoubleTowerRolePluginMustHaveOne	20163018 There has to be one specified character add-on
20163019	DoubleTowerGuardCfgNotExist	20163019 Guard configuration not found
20163020	DoubleTowerGuardPluginRepeatUse	20163020 Guard add-on repeated use
20163021	DoubleTowerCurGuardPluginOutOfRange	20163021 Guard add-on exceeded the range
20163022	DoubleTowerPluginCfgNotExist	20163022 Add-on settings not found
20163023	DoubleTowerPluginLevelCfgNotExist	20163023 Stage Level configuration not found
20163024	DoubleTowerPluginOnLock	20163024 Stage is locked
20163025	DoubleTowerPluginUpgradeItemNotEnough	Insufficient items. Unable to level up.
20163026	DoubleTowerCacheCoinIsEmpty	20163026 No cached tokens
20163027	DoubleTowerGetRankFailed	20163027 Center server failed to obtain the rankings
20163028	DoubleTowerOnlyGroupOfLastStageCantRepeatFight	20163028 Not the final stage. Cannot be cleared repetitively.
20164001	GuildWarActivityNotOpen	Event is not available yet
20164002	GuildWarDataIsNull	No event data
20164003	GuildWarNoAuth	No permission
20164004	GuildWarServiceUnavailable	Guild Expedition not available
20164005	GuildWarActivityRoundNotOpen	Round is not available yet
20164006	GuildWarRoundDataNotExist	Round data not found
20164007	GuildWarDifficultyConfigNotExist	Difficulty data not found
20164008	GuildWarDifficultyUnlockError	Difficulty is still locked
20164009	GuildWarDifficultySelectError	Repetitive choice of Difficulty
20164010	GuildWarCannotJoinCurRound	Cannot participate in this round
20164011	GuildWarVersionNotMatch	Version No. does not match
20164012	GuildWarInternalError	Internal error
20164013	GuildWarNotSelectDifficultyError	Difficulty not selected
20164014	GuildWarNodeIdError	Node ID error
20164015	GuildWarNodeIsDead	Node already destroyed
20164016	GuildWarNodeMaxRebuildTime	Max reconstruction time of the outpost reached
20164017	GuildWarMonsterUidError	Enemy ID error
20164018	GuildWarFightStageNotMatch	Guild Expedition stage does not match
20164019	GuildWarFightUploading	Uploading
20164020	GuildWarMonsterIdError	Enemy ID error
20164021	GuildWarFightTypeError	Battle type error
20164022	GuildWarNodeStateError	Node status has changed
20164023	GuildWarMonsterIsDead	Node has been cleared or ambush has been defeated. Unable to start the challenge.
20164024	GuildWarCannotSweepBeforeFight	Auto Clear only available after battle
20164025	GuildWarCurNodeError	Node error
20164026	GuildWarCannotMoveToNextNodeError	Prerequisite node or Guard Node not cleared. Unable to go to this node.
20164027	GuildWarCurNodeIdxError	Position error
20164028	GuildWarFightCacheNotExist	Battle cache does not exist
20164029	GuildWarCannotKickMember	Command Bureau members cannot be kicked out during the Guild Expedition
20164030	GuildWarRobotIdError	Guild Expedition bot ID error
20164031	GuildWarAssistCharacterExist	Support character already exist
20164032	GuildWarNoAssistCharacter	No support characters
20164033	GuildWarAssistCharacterPlayerIdError	Wrong support character player ID
20164034	GuildWarAssistCharacterIdError	Wrong support character ID
20164035	GuildWarNoTeamError	No team data
20164036	GuildWarAssistCharacterOften	Frequent refreshes of the support character. Please try again later.
20164037	GuildWarAssistCharacterCountError	Support character quantity error
20164038	GuildWarSameCharacterError	Repeated use of the same character
20164039	GuildWarAssistCharacterCd	Support character is in cooldown
20164040	GuildWarIsActiveMember	This member has participated in this round of battle and can only be removed in the resting period
20165001	DoomsdayStageNotExist	Stage does not exist
20165002	DoomsdayStageNotInOpenTime	Not available
20165003	DoomsdayStageFuncCfgNotExist	Function configuration not found
20165004	DoomsdayMemberRepestUsed	Duplicate use of the member
20165005	DoomsdayPeopleNotExist	Scavenger does not exist
20165006	DoomsdayMemberOnTeam	Member already in team
20165007	DoomsdayMemberOnBuilding	Member already in the building
20165008	DoomsdayResourceNotEnough	Insufficient resources
20165009	DoomsdayTeamDbNotExist	Team does not exist
20165010	DoomsdayCantExplore	Unable to explore
20165011	DoomsdayPlaceAlreadyHaveTeam	Team(s) at the location
20165012	DoomsdayCurStageDbIsNull	: Empty stage
20165013	DoomsdayCurStageDbExtIsNull	Empty stage ext
20165014	DoomsdayCurStageCfgIsNull	Empty stage configuration
20165015	DoomsdayEventCfgLose	Event configuration is lost
20165016	DoomsdayEventDbNotExist	Event has no saved data
20165017	DoomsdayEventFinished	Event already completed
20165018	DoomsdayEventSelctOutOfRange	Event option exceeding the range
20165019	DoomsdayPeopleDbRepeatUsed	Duplicate use of the Scavenger
20165020	DoomsdayPeopleDbNotExist	Scavenger has no saved data
20165021	DoomsdayBuildingDbNotExist	Building has no saved data
20165022	DoomsdayContructorDbRepeastUsed	Duplicate use of saved Construct data
20165023	DoomsdayContrucutorUsedOnBuilding	20154025
20165024	DoomsdayContrucutorUsedOnTeam	20154026
20165025	DoomsdayOpResourceRepeat	Duplicate operation of resources
20165026	DoomsdayResourceOpsIsNull	Empty resource operation
20165027	DoomsdayResourceOpsTargetIsNull	Resource allocation target is empty
20165028	DoomsdayEffectArgNotEnough	Insufficient effect parameters
20165029	DoomsdayResourceCfgNotExist	Resource configuration not found
20165030	DoomsdayOpResourceCountOutOfRange	Resource calculation exceeding the range
20165031	DoomsdayStructureDbNotExist	Construct has no saved data
20165032	DoomsdayResourceContainterNotExist	Resource container does not exist
20165033	DoomsdayNextPlaceCfgNotExist	Configuration of the next location not found
20165034	DoomsdayPrePlaceOnLock	Prerequisite location locked
20165035	DoomsdayPrePlaceUnfinish	Prerequisite location not completed
20165036	DoomsdayBuildingCfgNotExist	Building configuration not found
20165037	DoomsdayPlaceConfigNotExist	Location configuration not found
20165038	DoomsdayTaskCfgNotExist	Mission configuration not found
20165039	DoomsdayCreateTeamCfgNotExist	Team creation configuration not found
20165040	DoomsdayStageNotOnCurActivty	Stage does not belong to the event
20165041	DoomsdayActivityNotOpen	Event is not available yet
20165042	DoomsdayStageNotExistCurActivity	Stage does not belong to the event
20165043	DoomsdayEffectRequireBuildingDb	Effect must be applied to a building
20165044	DoomsdayEffectRequireEventDb	Effect must be applied to an event
20165045	DoomsdayBuildingPosOnUsed	Location already occupied by another building
20165046	DoomsdayPreStageNotFinish	Previous stage not complete
20165047	DoomsdayStageAlreadyFinished	Stage already completed
20165048	DoomsdayEventNotFinish	Incomplete event(s)
20165049	DoomsdayTargetPalceAlreadySet	Exploration target occupied
20165050	DoomsdayPlaceDbNotExist	Exploration target does not exist
20165051	DoomsdayConditionNotEnough	Requirement(s) not met
20165052	DoomsdayEffectRequireTeamDb	Effect must be applied to a team
20165053	DoomsdayBuildingPosOutOfRange	Building location exceeding the range
20165054	DoomsdayUnlockTeamCountNotEnough	Insufficient unlocked team(s)
20165055	DoomsdayTeamMemberNotEnough	Team member does not exist
20165056	DoomsdayTaskConditionCfgNotExist	Mission requirement configuration not found
20165057	DoomsdayGetFreeBuildingPosFailed	Auto-selecting building location failed
20165058	DoomsdayStageBuildingNotContainId	Building does not belong to the stage
20165059	DoomsdayBuildingCantManualRemove	You cannot demolish the building manually
20165060	DoomsdayTaskStateError	Mission status error
20165061	DoomsdayCantGiveUpStageTask	Mission cannot be abandoned
20165062	DoomsdayNotImplementation	Not achieved
20165063	DoomsdayTriggerIsNull	Empty trigger
20165064	DoomsdayTriggerNotMatch	Wrong trigger type
20165065	DoomsdayRequestDataError	Network request data error
20165066	DoomsdayCheckTaskFailed	Inspection mission failed
20165067	DoomsdayCheckConditionFailed	Inspection requirement failed
20165068	DoomsdayDoEffectFailed	Implementing effect failed
20165069	DoomsdayEffectCfgNotExist	Effect configuration not found
20165070	DoomsdayTeamInEvent	Team occupied by an event. Unable to move.
20165071	DoomsdayPlaceExplorationCompleted	Explored location cannot be explored again
20165072	DoomsdayStageNotFinish	Stage not completed. Unable to end
20165073	DoomsdayAlreadyFinishCannotOperate	Journey ended. Unable to perform operation
20165074	DoomsdayDayCountNotUnlock	Event not yet available
20165075	DoomsdayWeatherModeCfgNotExist	Weather mode configuration not found
20166001	BodyCombineGameNotOpen	20166001 Haicma Minigame: Event is not open yet
20166002	BodyCombineGameConfigNotFind	20166002 Haicma Minigame: Configuration not found
20166003	BodyCombineGameLock	20166003 Haicma Minigame: Already unlocked
20166004	BodyCombineGamePreNotFinish	20166004 Haicma Minigame: Previous stage locked or not complete
20166005	BodyCombineGameUnlock	20166005 Haicma Minigame: Stage is locked
20166006	BodyCombineGameActConfigNotFind	20166006 Haicma Minigame: Event configuration not found
20166007	BodyCombineGameStageConfigNotFind	20166007 Haicma Minigame: Stage swipe configuration not found
20166008	BodyCombineGameSendError	20166008 Haicma Minigame: Error in data sent
20166009	BodyCombineGameMatchError	20166009 Haicma Minigame: Pattern matching error
