Id	Type	Formula	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]	Params[26]	Params[27]	Params[28]	Params[29]	Desc
84602310	10105		30061348																													Unlocks after clearing [Blazing Trails] Lone Walker - 2
84602311	10105		30061349																													Unlocks after clearing [Blazing Trails] Lone Walker - 3
84602312	10105		30061350																													Unlocks after clearing [Blazing Trails] Departure - 1
84602313	10105		30061351																													Unlocks after clearing [Blazing Trails] Turning Back - 1
84602314	10105		30061352																													Unlocks after clearing [Blazing Trails] Turning Back - 9
84602315	10105		30061353																													Unlocks after clearing [Blazing Trails] Companion - 7
84602400	10101		200																													Unlocks after the event [Palette Clash]
84700101	15104		1																													Help other to clear Joint Warfare once
84700102	15104		10																													Help other to clear Joint Warfare 10 times
84700103	15104		50																													Help other to clear Joint Warfare 50 times
84700104	15104		200																													Help other to clear Joint Warfare 200 times
12040001	11113		12040001																													Coating owned
12070001	11113		12070001																													Coating owned
12190001	11113		12190001																													Coating owned
12050002	11113		12050002																													Coating owned
12060003	11113		12060003																													Coating owned
12130002	11113		12130002																													Coating owned
12240002	11113		12240002																													Coating owned
12220001	11113		12220001																													Coating owned
12230001	11113		12230001																													Coating owned
12060004	11113		12060004																													Coating owned
12070003	11113		12070003																													Coating owned
12040003	11113		12040003																													Coating owned
12020001	11113		12020001																													Coating owned
12110001	11113		12110001																													Coating owned
12170002	11113		12170002																													Coating owned
12200002	11113		12200002																													Coating owned
12010001	11113		12010001																													Coating owned
12260001	11113		12260001																													Coating owned
12130001	11113		12130001																													Coating owned
12030001	11113		12030001																													Coating owned
12070002	11113		12070002																													Coating owned
84700201	10101		52																													Unlocked when Commandant reaches Lv.52
850036	10116		1	1	1000																											Deal 1,000 damage to Amberia in "Elegy Of Nightmare" event
850037	10116		1	1	1500																											Deal 1,500 damage to Amberia in "Elegy Of Nightmare" event
850038	10116		1	1	2000																											Deal 2,000 damage to Amberia in "Elegy Of Nightmare" event
860000	10115		1	0																												Unlocks after Amberia is defeated
860001	15301		1																													Unlocked after defeating the Boss in the prerequisite stage
860002	15301		2																													Unlocked after defeating the Boss in the prerequisite stage
860003	15302		4	22																												Unlocked after defeating Boss 22 times in the normal mode
860004	15301		6																													Unlocked after defeating the Boss in the prerequisite stage
860005	15301		7																													Unlocked after defeating the Boss in the prerequisite stage
860006	15302		9	22																												Unlocked after defeating Boss 22 times in the normal mode
860007	15301		11																													Unlocked after defeating the Boss in the prerequisite stage
860008	15301		12																													Unlocked after defeating the Boss in the prerequisite stage
860009	15302		14	22																												Unlocked after defeating Boss 22 times in the normal mode
860010	15301		16																													Unlocked after defeating the Boss in the prerequisite stage
860011	15301		17																													Unlocked after defeating the Boss in the prerequisite stage
860012	15302		19	22																												Unlocked after defeating Boss 22 times in the normal mode
860013	15301		21																													Unlocked after defeating the Boss in the prerequisite stage
860014	15301		22																													Unlocked after defeating the Boss in the prerequisite stage
860015	15302		24	22																												Unlocked after defeating Boss 22 times in the normal mode
860016	15303		1	6	11	16	21																									Chestlefield Guide Trigger Requirement
860017	15301		26																													Unlocked after defeating the Boss in the prerequisite stage
860018	15301		27																													Unlocked after defeating the Boss in the prerequisite stage
860019	15302		29	22																												Unlocked after defeating Boss 22 times in the normal mode
860020	15304		2																													Triggers Guide when Hacking Mode Research reaches Lv.2
870000	10118		1																													Unlocks after the puzzle "Black Guardian" is completed
870001	10118		2																													Unlocks after the puzzle "Requiem" is completed
870002	23001		123																													Operation Guardians has not started
870003	10101		20																													Reach Commandant Level 20
