Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
70322	Turing Hypertune β	Used as a material in Memory Hypertune.	The Turing machine is an abstract machine invented by Turing. To put it simply, it is a computation model. Its invention provided the main structure of programming languages for computers from the late Golden Age to break through their computing power limits.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0342.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0342Sp.png	4	6	86806	999999	999	1	2020/12/24 10:00	1	907		70002	40					1	10034													
79991	Hypertune Catalyst α	Used as a material in Memory Hypertune.	Generates a highly volatile catalytic reaction in the Memory Chip's internal compounds which leads to the forming of low-level bonds between micro particles. Part of the new Memory signals are formed during the reaction. 	Assets/Product/Texture/Image/IconTools/IconEquipAwake9991.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake9991Sp.png	4	4	86804	999999	999	1	2020/12/24 10:00	1	906		1	10					1	15002													
79992	Hypertune Catalyst β	Used as a material in Memory Hypertune.	Generates an extremely volatile catalytic reaction in the Memory Chip's internal compounds which leads to the forming of high-level bonds between micro particles. New Memory signals are rapidly formed during the reaction.	Assets/Product/Texture/Image/IconTools/IconEquipAwake9992.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake9992Sp.png	4	5	86805	999999	999	1	2020/12/24 10:00	1	905		1	10					1	15002													
80001	Benizakura	Fairy Garment — Katana	A katana used by the Performer Puppets to perform an ethereal blade dance.	Assets/Product/Texture/Image/IconTools/E3SwordMd140111.png	Assets/Product/Texture/Image/IconToolsSp/E3SwordMd140111Sp.png	32	5	2100	1	1												0							12020001							
80002	Iris	Fairy Garment — Bow	Beautiful things come with thorns, the same as this bow does.	Assets/Product/Texture/Image/IconTools/E3BowMd090011.png	Assets/Product/Texture/Image/IconToolsSp/E3BowMd090011Sp.png	32	5	2100	1	1												0							12040001							
80003	Firecrackers	Spring Festival — Cannon	Its design is inspired by firecrackers. The firecrackers on the tail can be loaded into the barrel as a projectile. It has a several second downtime after every shot.	Assets/Product/Texture/Image/IconTools/E2SleeveMd110011.png	Assets/Product/Texture/Image/IconToolsSp/E2SleeveMd110011Sp.png	32	5	2100	1	1												0							12070001							
80004	Danza Macabra	Hallow Collection — Danza Macabra	A high-chromium alloy greatsword themed after the festival of the dead. Robust, simple, and rough in design. Fit for a robust, simple, and rough user.	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd090011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd090011.png	32	5	2100	1	1												0							12060001							
80005	Caldwell - 49	Oathbound — Levi-Gun	This Levi-Gun was named after a rose in a far-off galaxy. The universe was dubbed the "ultimate romance" during the Golden Age. Of course, converting the romantic value into damage is far more gratifying. Whether it is the aesthetic or the damage rate, it is nearly flawless, except that it demands the user to have a superb aiming skill.	Assets/Product/Texture/Image/IconToolsSp/E3FloatMd100011Sp.png	Assets/Product/Texture/Image/IconTools/E3FloatMd100011.png	32	5	2100	1	1												0							12030001							
80006	White Acclaim	Oathbound — Bow	As the name suggests, this is a ceremonial rather than a practical weapon. Instead of a raging battlefield, it belongs in a sacred or peaceful setting.	Assets/Product/Texture/Image/IconToolsSp/E3BowMd100011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd100011.png	32	5	2100	1	1												0							12040002							
80007	Thorn Aria	Corrosion — Amplifier	A powerful amplifier with an eye-catching appearance. When wielded, it creates the illusion of falling stars while amplifying undeniably awe-inspiring damage.	Assets/Product/Texture/Image/IconToolsSp/E3RingMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3RingMd020011.png	32	5	2100	1	1												0	20011						12170001							
80008	Star of Bethlehem	Christmas — Greatsword	A greatsword that resembles a Christmas tree. The Star of Bethlehem is stuck tightly on the tip, so tight that not even a fierce swing can shake it off. The blade is not sharp, but its bulk makes it a deadly weapon.	Assets/Product/Texture/Image/IconToolsSp/E2ClaymoreMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E2ClaymoreMd110011.png	32	5	2100	1	1												0							12060002							
80009	Starry Clouds	Spring Festival — Uniframe Glaive	The stars have been witnessing mankind for an eternity. The human history is like ever-changing clouds. The patterns on the heavy glaive are delicate and give an antique feel. According to the Kowloong history, this glaive was once given to its owner as a gift. There is a small "Yuan" signed at the end of the letter found in the package.	Assets/Product/Texture/Image/IconToolsSp/E3SabreMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3SabreMd020011.png	32	5	2100	1	1												0							12130001							
80010	Lupercalia	Affection — Katana	Brings the power of the faun's blade to life using modern technology. Inside this chocolate box is the name of your destined one. The ancient reign is long gone, but this bizarre tradition still exists. Come, find your fate in this box. You have unlimited time.	Assets/Product/Texture/Image/IconToolsSp/E3SwordMd160011Sp.png	Assets/Product/Texture/Image/IconTools/E3SwordMd160011.png	32	5	2100	1	1												0							12020002							
80011	Yggdrasil	Legend — Spear Shield	As the hero protects this world, the sacred world tree comes to its guardian's aid. Taking a branch from Yggdrasil, the hero turns it into the eternal divine spear—a deadly weapon, as well as a living part of Yggdrasil.	Assets/Product/Texture/Image/IconToolsSp/E3SpearMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3SpearMd030011.png	32	5	2100	1	1												0							12110001							
80012	Lion Glory	Yesterday Once More — Gunblade	Lion Glory is the name of the weapon equipped by outstanding F.O.S. graduates. Its name originates from the lion-like deep roar when it is swung. Lions are not easily tamed, and Lion's Glory is not lightly given out. Holders need to discipline themselves and engrave their hopes on their chests to be worthy of the glory of the lion's soul.	Assets/Product/Texture/Image/IconToolsSp/E3GunbladeMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3GunbladeMd020011.png	32	5	2100	1	1												0							12200001							
80013	Palm Snow	Oathbound — Cannon	Snowflakes melt in the palm of your hands, and passion raises the temperature between your fingers. Together, you will no longer be afraid of the cold winter.	Assets/Product/Texture/Image/IconToolsSp/E3SleeveMd090011Sp.png	Assets/Product/Texture/Image/IconTools/E3SleeveMd090011.png	32	5	2100	1	1												0							12070002							
80014	Shadowforged — Dying Light	Festival — Katana	With only traces of material applied in a special coating process, this blade has a crimson glow like a setting sun. It has no real impact on the weapon's performance, but somehow it gives an impression that the blade is sharper under the effect of this amazing color.	Assets/Product/Texture/Image/IconToolsSp/E3SwordMd080012Sp.png	Assets/Product/Texture/Image/IconTools/E3SwordMd080012.png	32	5	2100	1	1												0							12020003							
80015	Open Annulus	New Life — Amplifier	The internal transmission loop of Open Annulus is complex and esoteric because of its avant-garde notch design. Once considered to prioritize form over function, its immense computing power has silenced its naysayers as its processing power reaches new heights from its breakthrough innovation.	Assets/Product/Texture/Image/IconToolsSp/E3RingMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3RingMd030011.png	32	5	2100	1	1												0	80020						12170002							
80016	Platinum Swan	Advanced Production — Levi-Gun	Just like how people tend to ignore the aggressiveness of swans for their gorgeous looks, the elegant and slender shape of this Levi-Gun often makes others forget the fact that it is a weapon used by Task Force Constructs.	Assets/Product/Texture/Image/IconToolsSp/E3FloatMd120011Sp.png	Assets/Product/Texture/Image/IconTools/E3FloatMd120011.png	32	5	2100	1	1												0							12030002							
80017	Bonescale Blade	Ocean Secret — Katana	Do you really think mermaids have no means to protect themselves? They forge their scales into a mail and bones into a blade to defend their bodies, minds, and their important ones behind.	Assets/Product/Texture/Image/IconToolsSp/E3SwordMd180011Sp.png	Assets/Product/Texture/Image/IconTools/E3SwordMd180011.png	32	5	2100	1	1												0							12020004							
80018	Shark Fang	Ocean Secret — Chainsaw	Aloha! Shark incoming! What do you mean that's not how sharks sound? Don't nitpick the details, c'mon! —NA-NA-MI, having gone full shark mode	Assets/Product/Texture/Image/IconToolsSp/E3SawMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3SawMd110011.png	32	5	2100	1	1												0							12050001							
80019	Moonlight Fantasia	Festivals — Uniframe Cello Blade	Away from the familiar roads and into the mysterious night. Close your eyes and let the silent music of the night flow, soft and bright. This may not be the home you yearn for, nor the end of your journey. Even so, rest my little traveler, just for a while and lose yourself in this symphony of lights.	Assets/Product/Texture/Image/IconToolsSp/E3CelloMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3CelloMd020011.png	32	5	2100	1	1												0							12190001							
80020	Firmament	Wandering Ballad — Scepter	In the vast cold sky, this is the only thing that never leaves the deity's side. What is she waiting and wishing for? It seems that only the ones who can reach her will know the truth.	Assets/Product/Texture/Image/IconToolsSp/E3WandMd020011Sp.png	Assets/Product/Texture/Image/IconTools/E3WandMd020011.png	32	5	2100	1	1												0	80033						12240001							
80021	Giggling Pumpkin	Hallow Collection — Saw	What would the world be like if there were no laughter for a festive celebration? Give me a pumpkin... Like this... and this... See, how big is its smile!	Assets/Product/Texture/Image/IconToolsSp/E3SawMd120011Sp.png	Assets/Product/Texture/Image/IconTools/E3SawMd120011.png	32	5	2100	1	1												0	80037						12050002							
80022	Gray Moon Embrace	Paradise Lost — Gunblade	A weapon that cuts through the red tide as if desiring to drink all the blood of its enemies. As long as its hilt is gripped tightly, its wielder will have an endless impulse to keep moving forward no matter what has happened. But is this an eternal curse or a voluntary choice of its wielder?	Assets/Product/Texture/Image/IconToolsSp/E3GunbladeMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3GunbladeMd030011.png	32	5	2100	1	1												0	80039						12200002							
80023	Oceanic Assault	Ocean Secret — Greatsword	A sword that uses a massive amount of soft filling material to cope with impact beyond the limit. Its unique design also makes it look more like a cushion than a weapon. Although the cold light reflected by the blade (the fin) makes most people drop the idea of holding it while sleeping, the fish's eyes are surprisingly mesmerizing. Even the designer ended up falling victim to it.	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd100011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd100011.png	32	5	2100	1	1												0	80041						12060003							
80024	Flame Beast	Operation Zero — Cannon	Although the user always complains that the designer misunderstood their requirements and that they want a feline beast who devours food, not a cute beast who holds a knife and fork, the user has never raised the appeal or asked for adjustment.	Assets/Product/Texture/Image/IconToolsSp/E3SleeveMd100011Sp.png	Assets/Product/Texture/Image/IconTools/E3SleeveMd100011.png	32	5	2100	1	1												0	80045						12070003							
80025	Birth at Silent Night	New Life — Uniframe Glaive	A loyal white dog builds the path between life and death. An elegant black cat chases away the evil serpent. She wields the scepter in her hand and prays for all her people to have hope in life.	Assets/Product/Texture/Image/IconToolsSp/E3QuMd030011Sp.png	Assets/Product/Texture/Image/IconTools/E3QuMd030011.png	32	5	2100	1	1												0	80042						12130002							
80026	Nightflyer	Spring Festival — Bow	A bow that follows the style of a traditional hunting bow both in terms of design and crafting techniques. Its black gold body and faintly glowing red dots on it can always make one think of a hunter in an ambush. Preys will always fall at the sound of the bowstring.	Assets/Product/Texture/Image/IconToolsSp/E3BowMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3BowMd110011.png	32	5	2100	1	1												0	80048	80049					12040003							
80027	Shadow Blade	Spring Festival — Greatsword	A greatsword featuring a low-key dark color scheme to highlight the durability of its material. However, its user commented, "The color is too dull. It needs something vibrant." Therefore, a red ribbon was added to the sword. Besides, the ribbon is surprisingly suitable for the festival that we are celebrating.	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd110011Sp.png	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd110011.png	32	5	2100	1	1												0	80048						12060004							
