Id	Cvs[1]	Cvs[2]	Cvs[3]	Cvs[4]	CvContent[1]	CvContent[2]	CvContent[3]	CvContent[4]
134119	134119	234119	334119	434119	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.	This is where I was abandoned after birth, and where the dream ended. Now, the flowers and the sunshine have given me new memories about this place. When you are here, I always wish that... time could stop at this moment, making the one I care stay here, in this moment.
135001	135001	235001	335001	435001	...The mistress has ordered Bambinata to join you. In the meantime, your every order will be carried out to the letter.	...The mistress has ordered Bambinata to join you. In the meantime, your every order will be carried out to the letter.	...The mistress has ordered Bambinata to join you. In the meantime, your every order will be carried out to the letter.	...The mistress has ordered Bambinata to join you. In the meantime, your every order will be carried out to the letter.
135002	135002	235002	335002	435002	Bambinata will turn your strength into something more powerful.	Bambinata will turn your strength into something more powerful.	Bambinata will turn your strength into something more powerful.	Bambinata will turn your strength into something more powerful.
135003	135003	235003	335003	435003	Is this part of your order?	Is this part of your order?	Is this part of your order?	Is this part of your order?
135004	135004	235004	335004	435004	Bambinata will take care of your needs.	Bambinata will take care of your needs.	Bambinata will take care of your needs.	Bambinata will take care of your needs.
135005	135005	235005	335005	435005	Does this meet your expectations?	Does this meet your expectations?	Does this meet your expectations?	Does this meet your expectations?
135006	135006	235006	335006	435006	Is this to your liking? Bambinata will not forget.	Is this to your liking? Bambinata will not forget.	Is this to your liking? Bambinata will not forget.	Is this to your liking? Bambinata will not forget.
135007	135007	235007	335007	435007	Please give Bambinata your order.	Please give Bambinata your order.	Please give Bambinata your order.	Please give Bambinata your order.
135008	135008	235008	335008	435008	Bambinata has no objection.	Bambinata has no objection.	Bambinata has no objection.	Bambinata has no objection.
135009	135009	235009	335009	435009	So, when can Bambinata return to the mistress?	So, when can Bambinata return to the mistress?	So, when can Bambinata return to the mistress?	So, when can Bambinata return to the mistress?
135010	135010	235010	335010	435010	What do you prefer Bambinata call you? Just "Commandant"? Understood.	What do you prefer Bambinata call you? Just "Commandant"? Understood.	What do you prefer Bambinata call you? Just "Commandant"? Understood.	What do you prefer Bambinata call you? Just "Commandant"? Understood.
135011	135011	235011	335011	435011	Bambinata won't stay here for too long. Kindly bear with Bambinata.	Bambinata won't stay here for too long. Kindly bear with Bambinata.	Bambinata won't stay here for too long. Kindly bear with Bambinata.	Bambinata won't stay here for too long. Kindly bear with Bambinata.
135012	135012	235012	335012	435012	...People Bambinata knows? Bambinata does inspect teammates' records during missions. Hm... Apart from that, Bambinata only needs to remember the mistress.	...People Bambinata knows? Bambinata does inspect teammates' records during missions. Hm... Apart from that, Bambinata only needs to remember the mistress.	...People Bambinata knows? Bambinata does inspect teammates' records during missions. Hm... Apart from that, Bambinata only needs to remember the mistress.	...People Bambinata knows? Bambinata does inspect teammates' records during missions. Hm... Apart from that, Bambinata only needs to remember the mistress.
135013	135013	235013	335013	435013	More information about Egret? Sorry, but Mistress ordered Bambinata not to reveal anything to you.	More information about Egret? Sorry, but Mistress ordered Bambinata not to reveal anything to you.	More information about Egret? Sorry, but Mistress ordered Bambinata not to reveal anything to you.	More information about Egret? Sorry, but Mistress ordered Bambinata not to reveal anything to you.
135014	135014	235014	335014	435014	It's okay if Bambinata doesn't remember anything. Bambinata will know what to do once orders are given.	It's okay if Bambinata doesn't remember anything. Bambinata will know what to do once orders are given.	It's okay if Bambinata doesn't remember anything. Bambinata will know what to do once orders are given.	It's okay if Bambinata doesn't remember anything. Bambinata will know what to do once orders are given.
